
GOOG,0.0275782588650371
BIDU,0.021074837022067083
MSFT,0.04100628751300142
AAPL,0.046168074423769204
GS,0.03135191394039663
UTSI,0.054793384947472434
WMT,0.0439301557598855
BABA,0.024327923509942662
PEP,0.005538841654116144
XOM,0.02834457516618335
BA,0.03552144756573186
NKE,0.03936117964766619
QCOM,0.036794225933949445
APA,0.023524165878016735
SBUX,0.027251916425728606
AVP,0.057610356466197575
HSY,0.015141173972463196
MAT,0.031594078510199956
GCI,0.03690493049698189
SNP,0.0259325619639802
SOHU,0.023080028984010976
OXY,0.04083052991327478
KMI,0.04208991863891333
UPS,0.028154848098234365
FDX,0.03023668815988434
DSX,0.07888138855861922
AAL,0.040959195358742824
NTES,0.04732557198857064
SINA,0.0371760086234091
EDU,0.06490536759836528
JD,0.042256660173936936
JRJC,0.21833481902618973
AMZN,0.04485322106347091
INTC,0.04240487289820517
IBM,0.03151968823689255
EBAY,0.03535329482563349
ORCL,0.027288733424023215
TXN,0.051373902519032566
CSCO,0.019666860707391876
C,0.03925287011010045
BAC,0.01578863831295197
JPM,0.022054074783352362
MS,0.015808334934340272
AIG,0.008770893802969134
JNJ,0.019836132449207275
PFE,0.02621376459476365
KO,0.03135048573182919
MDT,0.027457878379269426
ABT,0.04280127493841085
COP,0.02907564681707909
SLB,0.03176973880716083
DUK,0.04081835681316935
HMC,0.051496829386438334
TM,0.040384291667276244
TSLA,0.07088068713798405
GE,0.016058439752939573
PG,0.031161038944102572
EL,0.02369370972745153
GD,0.02070281457160831
CL,0.009362629336850076
DD,0.022490038737618227
T,0.004171610997868627
HPQ,0.036659961918047726
S,0.0439298947743033
ERIC,0.01843523296992447
XRX,0.043709232181917634
VOD,0.028491156480406343
ADS,0.011776579015784758
CTSH,0.016992011159231116
NOK,0.017629560237920963
ADBE,0.04776329717515507
EMC,0.1648431874978025
VZ,0.011813325484053441
USB,0.0317265135857924
RF,0.01249356251797109
V,0.02960926889999596
BK,0.026125948753932666
WFC,0.03383747998200809
MET,0.03130392517734613
ALL,0.008621858817620742
HIG,0.030281536796247455
NYX,0.0340987341392542
AXP,0.012197680253621425
MA,0.00858033287134577
CI,0.019333183276258256
COF,0.017109030852371088
BMY,0.027413876958675462
MO,0.030759135766875223
UNH,0.03651505947152753
MRK,0.03228540669709244
AMGN,0.02699187189160434
CVS,0.02112116618450533
BAX,0.04268113475714046
CPB,0.034638871613532116
HNZ,0.05316918387278201
MCD,0.023886626018732343
SLE,0.4895185435570538
GM,0.019369433597726957
F,0.01261981319533145
CVX,0.0035636070680982283
CAT,0.023325045848258716
HAL,0.049860105413651455
AES,0.008637369945542924
WMB,0.0350040971815355
SO,0.03749789763729127
EP,0.22786331914848065
ETR,0.003948842447491635
EXC,0.04496059591239373
AEP,0.0413699347324717
TWX,0.03813510550239705
DIS,0.02197964118004909
CCU,0.03875074102573481
NWS,0.03824072984700498
CBS,0.04922370968384761
CMCSA,0.012191812219325244
AA,0.043328928623641516
HON,0.02766815688472849
RTN,0.04241544279552487
MMM,0.009625743812227736
HD,0.02415226359497185
ROK,0.011054068410408862
IP,0.011587984680022782
TGT,0.042626475519111945
ATI,0.025703700925859142
NSC,0.06619861755187652
WY,0.04148871772807291
UTX,0.007829708800780329
CYD,0.020483294656303084
CEO,0.02011938807686241
HNP,0.05270381683790497
ZNH,0.09734440522395855
SHI,0.03889366596213743
JOBS,0.030871057322118582
CHNR,0.10909626192668907
LFC,0.035485863522123975
XIN,0.03697125292263674
CEA,0.06905775476884946
CHA,0.022707636245424438
ASX,0.05588167893315361
CHT,0.00011060303858852726
TSM,0.01985895029311624
HIMX,0.08271190702102245
UMC,0.046038350628327805
SPIL,0.06335500779019533
SIMO,0.06320146598583902
GIGM,0.1046517095876229
