,Date,High,Low,Open,Close_x,Volume,Adj Close,JPM,MS,LIBOR,VIX,SS Close,DJI Close,IXIC Close,GSPC Close,N225 Close,HSI Close,FCHI Close,GDAXI Close,DEXJPUS,DEXCHUS,ma7,ma21,26ema,12ema,MACD,20sd,upper_band,lower_band,ema,momentum,log_momentum,sentiment,Close_y,Fourier3,Fourier6,Fourier9,Close,ARIMA,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6
0,2012-09-04,68.81999969482422,68.01000213623047,68.16999816894531,68.62000274658203,1057100.0,48.65098571777344,37.0099983215332,15.510000228881836,0.1514,17.98,2043.6490478515625,13035.9404296875,3075.06005859375,1404.93994140625,8775.509765625,19429.91015625,3399.0400390625,6932.580078125,78.35,6.3465,68.3000008719308,68.9114289056687,68.62000274658203,68.62000274658203,0.0,0.758256279492516,70.42794146465373,67.39491634668369,68.62000274658203,67.62000274658203,4.213903837897634,0.0,68.62000274658203,73.38820752066741,72.79316490519992,72.5389561956365,68.62000274658203,68.62000274658203,-4.8808413,5.42141,1.1266482,0.7704249,-0.6384494,-0.31157827
1,2012-09-05,68.86000061035156,68.12000274658203,68.86000061035156,68.30999755859375,720800.0,48.43118286132813,37.11000061035156,15.68000030517578,0.1514,17.74,2037.6810302734373,13047.48046875,3069.27001953125,1403.43994140625,8679.8203125,19145.0703125,3405.7900390625,6964.68994140625,78.34,6.3489,68.3000008719308,68.9114289056687,68.45903851435733,68.45208326975505,-0.006955244602281141,0.758256279492516,70.42794146465373,67.39491634668369,68.38749885559082,67.30999755859375,4.209308777751543,0.0,68.30999755859375,73.32211025611444,72.63826435109334,72.37648792875218,68.30999755859375,68.30999755859375,-4.9520884,5.40932,1.2312874,0.847893,-0.9184889,-0.48540807
2,2012-09-06,69.41999816894531,68.73999786376953,68.97000122070311,69.25,785600.0,49.09766006469727,38.68999862670898,16.25,0.1529,15.6,2051.91796875,13292.0,3135.81005859375,1432.1199951171875,8680.5703125,19209.30078125,3509.8798828125,7167.330078125,78.96,6.3428,68.3000008719308,68.9114289056687,68.74322329653255,68.76351035384603,0.02028705731349589,0.758256279492516,70.42794146465373,67.39491634668369,68.98461503248947,68.25,4.223177434065069,0.0,69.25,73.25566293127622,72.48281048813875,72.2144223828566,69.25,69.25,-4.565081,5.2310286,1.0157158,0.5848995,-1.1279479,-0.20622079
3,2012-09-07,69.27999877929689,68.04000091552734,69.04000091552734,68.20999908447266,1520900.0,48.36028289794922,39.29999923706055,17.079999923706055,0.1524,14.38,2127.761962890625,13306.6396484375,3136.419921875,1437.9200439453125,8871.650390625,19802.16015625,3519.050048828125,7214.5,78.14,6.3428,68.3000008719308,68.9114289056687,68.5941571085145,68.58878847757977,-0.005368630934725616,0.758256279492516,70.42794146465373,67.39491634668369,68.46174926757813,67.20999908447266,4.207822032359982,0.0,68.20999908447266,73.18887961003159,72.32685936089959,72.05283436554829,68.20999908447266,68.20999908447266,-4.6996784,4.933357,0.64714766,0.37342474,-0.78825253,0.44939005
4,2012-09-10,69.22000122070311,68.09999847412111,69.22000122070311,68.16000366210939,879600.0,48.32484817504883,38.7599983215332,16.610000610351562,0.1524,16.28,2134.89306640625,13254.2900390625,3104.02001953125,1429.0799560546875,8869.3701171875,19827.169921875,3506.050048828125,7213.7001953125,78.24,6.3375,68.3000008719308,68.9114289056687,68.49347513358431,68.4722891756834,-0.0211859579009257,0.758256279492516,70.42794146465373,67.39491634668369,68.25975427548748,67.16000366210939,4.207077886737471,0.0,68.16000366210939,73.12177436417619,72.1704674290137,71.89179616422831,68.16000366210939,68.16000366210939,-4.787811,4.9916,0.8799963,0.68913156,-1.0792786,-0.22537978
5,2012-09-11,68.19000244140625,67.63999938964844,68.11000061035156,67.76000213623047,794400.0,48.04124069213867,39.599998474121094,17.25,0.1524,16.41,2120.553955078125,13323.3603515625,3104.530029296875,1433.56005859375,8807.3798828125,19857.880859375,3537.300048828125,7310.10986328125,77.78,6.3349,68.3000008719308,68.9114289056687,68.34656634218511,68.29916595181442,-0.047400390370683,0.758256279492516,70.42794146465373,67.39491634668369,67.92612853417029,66.76000213623047,4.2011041307922925,0.0,67.76000213623047,73.05436126864132,72.01369154392732,71.731377469198,67.76000213623047,67.76000213623047,-4.9128656,4.7914863,0.8797724,0.7318974,-1.1523633,-0.2618219
6,2012-09-12,67.90000152587889,67.13999938964844,67.75,67.79000091552734,1091900.0,48.0625228881836,39.91999816894531,17.420000076293945,0.1524,15.8,2126.553955078125,13333.349609375,3114.31005859375,1436.56005859375,8959.9599609375,20075.390625,3543.7900390625,7343.52978515625,77.86,6.3261,68.3000008719308,68.9114289056687,68.24758406621271,68.18554755539948,-0.06203651081322902,0.758256279492516,70.42794146465373,67.39491634668369,67.83533527342857,66.79000091552734,4.201553382445097,0.0,67.79000091552734,72.98665439671153,71.85658892523634,71.57164530411032,67.79000091552734,67.79000091552734,-4.920392,4.68286,0.7122615,0.6118361,-1.0063862,0.004476843
7,2012-09-13,68.84999847412111,67.06999969482422,67.06999969482422,68.77999877929689,824300.0,48.7644157409668,41.400001525878906,17.899999618530273,0.1524,14.05,2110.37890625,13539.8603515625,3155.830078125,1459.989990234375,8995.150390625,20047.630859375,3502.090087890625,7310.31982421875,77.41,6.3294,68.32285744803292,68.9114289056687,68.33336926883577,68.30960036348705,-0.02376890534871734,0.758256279492516,70.42794146465373,67.39491634668369,68.46520694639625,67.77999877929689,4.2162671481691225,-0.16264282931992555,68.77999877929689,72.9186678152431,71.69921713663811,71.41266396396662,68.77999877929689,68.77999877929689,-4.6704297,4.716284,0.63711935,0.63541305,-1.4506296,-0.551841
8,2012-09-14,69.12999725341797,68.23999786376953,68.69000244140625,68.36000061035156,1324500.0,48.46664047241211,41.56999969482422,18.239999771118164,0.1539,14.51,2123.846923828125,13593.3701171875,3183.949951171875,1465.77001953125,9159.3896484375,20629.779296875,3581.580078125,7412.1298828125,78.22,6.3145,68.33000074114118,68.9114289056687,68.33731661828458,68.31957132621153,-0.017745292073044542,0.758256279492516,70.42794146465373,67.39491634668369,68.39506582549501,67.36000061035156,4.21005137899511,0.0,68.36000061035156,72.85041557988635,71.54163406149844,71.25449496083483,68.36000061035156,68.36000061035156,-4.558358,4.50689,0.40718502,0.33755007,-1.0054384,0.26681554
9,2012-09-18,68.5,67.94999694824219,68.23000335693361,68.19000244140625,635400.0,48.346107482910156,41.2599983215332,17.6299991607666,0.1519,14.18,2059.54296875,13564.6396484375,3177.800048828125,1459.3199462890625,9123.76953125,20601.9296875,3512.68994140625,7347.68994140625,78.59,6.3187,68.17857251848493,68.9114289056687,68.31698869563827,68.29501807289715,-0.02197062274112227,0.758256279492516,70.42794146465373,67.39491634668369,68.25835458755235,67.19000244140625,4.207524463267915,0.4303173945164676,68.19000244140625,72.71317028545076,71.22606703414259,70.9408258288795,68.19000244140625,68.19000244140625,-4.766522,4.5761003,0.6011177,0.14336035,-1.577302,1.4627637
