,Date,High,Low,Open,Close_x,Volume,Adj Close,JPM,MS,LIBOR,VIX,SS Close,DJI Close,IXIC Close,GSPC Close,N225 Close,HSI Close,FCHI Close,GDAXI Close,DEXJPUS,DEXCHUS,ma7,ma21,26ema,12ema,MACD,20sd,upper_band,lower_band,ema,momentum,log_momentum,sentiment,Close_y,Fourier3,Fourier6,Fourier9,Close,ARIMA
0,2016-08-17,24.36323356628418,23.80952453613281,24.08637809753418,23.80952453613281,137600,23.80952453613281,37.0099983215332,15.510000228881836,0.41722,17.98,3109.554931640625,18573.939453125,5228.66015625,2182.219970703125,16745.640625,22799.779296875,4417.68017578125,10537.669921875,100.24,6.6328,24.435216086251398,25.50255766369048,23.80952453613281,23.80952453613281,0.0,1.3552241174673894,28.21300589862525,22.792109428755694,23.80952453613281,22.80952453613281,3.1271781915430013,0.0,23.80952453613281,25.358563637889944,24.926958236148447,24.944485461249467,23.80952453613281,23.80952453613281
1,2016-08-18,24.36323356628418,23.53266906738281,24.36323356628418,23.67109680175781,895700,23.67109680175781,37.11000061035156,15.68000030517578,0.41722,17.74,3104.114013671875,18597.69921875,5240.14990234375,2187.02001953125,16486.009765625,23023.16015625,4437.06005859375,10603.0302734375,100.07,6.6297,24.435216086251398,25.50255766369048,23.73764859713041,23.734542846679677,-0.003105750450725253,1.3552241174673894,28.21300589862525,22.792109428755694,23.70570373535156,22.67109680175781,3.1210908445470675,0.0,23.67109680175781,25.149822399688894,24.46565678008735,24.10342667657625,23.67109680175781,23.67109680175781
2,2016-08-19,24.08637809753418,23.615724563598643,23.64341163635254,24.08637809753418,2400300,24.08637809753418,38.68999862670898,16.25,0.41556,15.6,3108.10205078125,18552.5703125,5238.3798828125,2183.8701171875,16545.8203125,22937.220703125,4400.52001953125,10544.3603515625,100.24,6.6515,24.435216086251398,25.50255766369048,23.86294372073532,23.87186422634345,0.00892050560813118,1.3552241174673894,28.21300589862525,22.792109428755694,23.96924752455492,23.08637809753418,3.139242750843158,0.0,24.08637809753418,24.95492089655001,24.25881414968889,23.78487348982211,24.08637809753418,24.08637809753418
3,2016-08-22,25.24917030334473,23.58803939819336,23.80952453613281,24.169435501098643,1138300,24.169435501098643,39.29999923706055,17.079999923706055,0.41667,14.38,3084.804931640625,18529.419921875,5244.60009765625,2182.639892578125,16598.189453125,22997.91015625,4389.93994140625,10494.349609375,100.25,6.6475,24.435216086251398,25.50255766369048,23.948625428962952,23.96579584856143,0.01717041959847876,1.3552241174673894,28.21300589862525,22.792109428755694,24.104374408721927,23.169435501098643,3.1428339747939606,0.0,24.169435501098643,24.78683192996992,24.339615437837292,24.025049614107388,24.169435501098636,24.169435501098636
4,2016-08-23,25.415283203125,24.08637809753418,24.22480583190918,24.91694259643555,751600,24.91694259643555,38.7599983215332,16.610000610351562,0.41778,16.28,3089.7060546875,18547.30078125,5260.080078125,2186.89990234375,16497.359375,22998.9296875,4421.4501953125,10592.8798828125,100.2,6.6378,24.435216086251398,25.50255766369048,24.1731821740198,24.224219020582556,0.05103684656275932,1.3552241174673894,28.21300589862525,22.792109428755694,24.648325013720303,23.91694259643555,3.1745871030382617,0.0,24.91694259643555,24.657783510617904,24.636251396591568,24.593735059517503,24.91694259643555,24.91694259643555
5,2016-08-24,27.68549346923828,24.97231483459473,27.68549346923828,25.24917030334473,1280200,25.24917030334473,39.599998474121094,17.25,0.41833,16.41,3085.8798828125,18481.48046875,5217.68994140625,2175.43994140625,16597.30078125,22820.779296875,4435.47021484375,10622.9697265625,100.5,6.6562,24.435216086251398,25.50255766369048,24.388694014550122,24.47333610478037,0.08464209023025404,1.3552241174673894,28.21300589862525,22.792109428755694,25.04943876476079,24.24917030334473,3.188382402503107,0.0,25.24917030334473,24.578184804929336,24.999533426073853,25.18092603265909,25.24917030334473,25.24917030334473
6,2016-08-25,25.60908126831055,24.97231483459473,25.60908126831055,25.14396476745605,188300,25.14396476745605,39.91999816894531,17.420000076293945,0.41989,15.8,3068.3291015625,18448.41015625,5212.2001953125,2172.469970703125,16555.94921875,22814.94921875,4406.60986328125,10529.58984375,100.58,6.6560000000000015,24.435216086251398,25.50255766369048,24.523015002734645,24.6229845445058,0.09996954177115568,1.3552241174673894,28.21300589862525,22.792109428755694,25.11248492758316,24.14396476745605,3.1840344427573664,0.0,25.14396476745605,24.555649439698914,25.265420935490717,25.559084708984734,25.14396476745605,25.14396476745605
7,2016-08-26,25.442968368530273,25.18826103210449,25.442968368530273,25.33222579956055,113200,25.33222579956055,41.400001525878906,17.899999618530273,0.41833,14.05,3070.30908203125,18395.400390625,5218.919921875,2169.0400390625,16360.7099609375,22909.5390625,4441.8701171875,10587.76953125,101.2,6.669,24.652744838169646,25.50255766369048,24.653398912992028,24.77099226282498,0.11759334983294778,1.3552241174673894,28.21300589862525,22.792109428755694,25.25900117362418,24.33222579956055,3.1918016363578863,0.0,25.33222579956055,24.594224987493806,25.32345854481529,25.628718278821825,25.33222579956055,25.33222579956055
8,2016-08-30,25.885934829711914,24.66777420043945,25.60908126831055,25.0,2435300,25.0,41.18999862670898,17.799999237060547,0.41944,14.51,3074.677001953125,18454.30078125,5222.990234375,2176.1201171875,16725.359375,23016.109375,4457.490234375,10657.6396484375,102.92,6.6778,24.84258815220425,25.50255766369048,24.70477280299845,24.816298144304657,0.11152534130620496,1.3552241174673894,28.21300589862525,22.792109428755694,25.08632495168045,24.0,3.1780538303479458,0.0,25.0,24.850617380542086,24.87413555999332,24.90350257903805,25.0,25.0
9,2016-08-31,24.97231483459473,24.36323356628418,24.77851676940918,24.739755630493164,4578700,24.739755630493164,41.2599983215332,17.6299991607666,0.41944,14.59,3085.490966796875,18400.880859375,5213.22021484375,2170.949951171875,16887.400390625,22976.880859375,4438.22021484375,10592.6904296875,103.38,6.6776,24.935927799769807,25.50255766369048,24.70960009271578,24.8017933676852,0.09219327496941787,1.3552241174673894,28.21300589862525,22.792109428755694,24.855274824701404,23.739755630493164,3.1671510955520117,0.0,24.739755630493164,25.056319779107838,24.62036531766569,24.383232550374288,24.739755630493164,24.739755630493164
