,Date,High,Low,Open,Close_x,Volume,Adj Close,JPM,MS,LIBOR,VIX,SS Close,DJI Close,IXIC Close,GSPC Close,N225 Close,HSI Close,FCHI Close,GDAXI Close,DEXJPUS,DEXCHUS,ma7,ma21,26ema,12ema,MACD,20sd,upper_band,lower_band,ema,momentum,log_momentum,sentiment,Close_y,Fourier3,Fourier6,Fourier9,Close,ARIMA,PCA1,PCA2,PCA3,PCA4,PCA5
0,2012-09-04,57.0,56.0,56.959999084472656,56.209999084472656,5698700.0,44.44347381591797,37.0099983215332,15.510000228881836,0.1514,17.98,2043.6490478515625,13035.9404296875,3075.06005859375,1404.93994140625,8775.509765625,19429.91015625,3399.0400390625,6932.580078125,78.35,6.3465,56.08571406773159,57.007619040352964,56.209999084472656,56.209999084472656,0.0,0.8311772668336419,58.66997357402024,55.34526450668567,56.209999084472656,55.209999084472656,4.0111440797133175,0.0,56.209999084472656,49.37061500042623,49.36019582037386,49.87201224202886,56.209999084472656,56.209999084472656,0.5259653,7.4875827,0.146797,0.2570008,-0.051228445
1,2012-09-05,56.18000030517578,54.83000183105469,56.15999984741211,54.86999893188477,8608700.0,43.38396453857422,37.11000061035156,15.68000030517578,0.1514,17.74,2037.6810302734373,13047.48046875,3069.27001953125,1403.43994140625,8679.8203125,19145.0703125,3405.7900390625,6964.68994140625,78.34,6.3489,56.08571406773159,57.007619040352964,55.5142297744751,55.48416566848754,-0.03006410598755593,0.8311772668336419,58.66997357402024,55.34526450668567,55.20499897003174,53.86999893188477,3.986573716864797,0.0,54.86999893188477,49.471921256266135,49.52317901483593,50.18918144111493,54.86999893188477,54.86999893188477,0.8323021,7.5271554,0.46088913,0.13500932,-0.05945887
2,2012-09-06,56.18000030517578,55.27000045776367,55.27000045776367,55.790000915527344,6560600.0,44.11139678955078,38.68999862670898,16.25,0.1529,15.6,2051.91796875,13292.0,3135.81005859375,1432.1199951171875,8680.5703125,19209.30078125,3509.8798828125,7167.330078125,78.96,6.3428,56.08571406773159,57.007619040352964,55.6133116679335,55.60353323603886,-0.009778431894623909,0.8311772668336419,58.66997357402024,55.34526450668567,55.61000031691331,54.790000915527344,4.003507712260077,0.0,55.790000915527344,49.573362174277,49.686960551993465,50.50433309488757,55.790000915527344,55.790000915527344,0.66463727,7.1516495,-0.067488484,0.2229682,0.010064547
3,2012-09-07,56.68000030517578,56.0,56.02999877929688,56.63999938964844,5837500.0,44.78346633911133,39.29999923706055,17.079999923706055,0.1524,14.38,2127.761962890625,13306.6396484375,3136.419921875,1437.9200439453125,8871.650390625,19802.16015625,3519.050048828125,7214.5,78.14,6.3428,56.08571406773159,57.007619040352964,55.90032868910318,55.930705095159595,0.030376406056412005,0.8311772668336419,58.66997357402024,55.34526450668567,56.30524969100952,55.63999938964844,4.018902356085587,0.0,56.63999938964844,49.67492670106528,49.85148438510566,50.817092213255826,56.63999938964844,56.63999938964844,0.4437989,6.9337244,-0.35842803,0.42896283,0.078391716
4,2012-09-10,56.68000030517578,56.1500015258789,56.66999816894531,56.18000030517578,4696400.0,44.41975784301758,38.7599983215332,16.610000610351562,0.1524,16.28,2134.89306640625,13254.2900390625,3104.02001953125,1429.0799560546875,8869.3701171875,19827.169921875,3506.050048828125,7213.7001953125,78.24,6.3375,56.08571406773159,57.007619040352964,55.96518569040367,55.99843771274573,0.033252022342061587,0.8311772668336419,58.66997357402024,55.34526450668567,56.2214050608233,55.18000030517578,4.010600574319692,0.0,56.18000030517578,49.77660382275324,50.016693217771504,51.12709202583282,56.18000030517578,56.18000030517578,0.4657127,7.04346,-0.24401362,0.46186978,0.036039457
5,2012-09-11,56.79999923706055,56.349998474121094,56.41999816894531,56.36999893188477,5112500.0,44.56997299194336,39.599998474121094,17.25,0.1524,16.41,2120.553955078125,13323.3603515625,3104.530029296875,1433.56005859375,8807.3798828125,19857.880859375,3537.300048828125,7310.10986328125,77.78,6.3349,56.08571406773159,57.007619040352964,56.04626655399775,56.0887466367596,0.042480082761855435,0.8311772668336419,58.66997357402024,55.34526450668567,56.32060371650445,55.36999893188477,4.014037911544372,0.5953591358600789,56.36999893188477,49.8783825671894,50.182528532067785,51.433974672853076,56.36999893188477,56.36999893188477,0.43836412,6.916911,-0.2244662,0.7942392,-1.6749703
6,2012-09-12,56.77999877929688,56.36000061035156,56.72999954223633,56.540000915527344,4807300.0,44.70439529418945,39.91999816894531,17.420000076293945,0.1524,15.8,2126.553955078125,13333.349609375,3114.31005859375,1436.56005859375,8959.9599609375,20075.390625,3543.7900390625,7343.52978515625,77.86,6.3261,56.08571406773159,57.007619040352964,56.134074650744715,56.18944245024839,0.055367799503677866,0.8311772668336419,58.66997357402024,55.34526450668567,56.46693542564232,55.540000915527344,4.017103498362761,-0.11972386850119275,56.540000915527344,49.98025200614378,50.34893061903401,51.7373918697515,56.540000915527344,56.540000915527344,0.3814879,6.8259563,-0.33226377,0.43706077,0.40435776
7,2012-09-13,57.97000122070313,56.099998474121094,56.66999816894531,57.6500015258789,7735800.0,45.58203125,41.400001525878906,17.899999618530273,0.1524,14.05,2110.37890625,13539.8603515625,3155.830078125,1459.989990234375,8995.150390625,20047.630859375,3502.090087890625,7310.31982421875,77.41,6.3294,56.29142870221819,57.007619040352964,56.378328032458754,56.49423861758041,0.11591058512164665,0.8311772668336419,58.66997357402024,55.34526450668567,57.25576638942812,56.6500015258789,4.0368920144092115,0.0,57.6500015258789,50.082201257487256,50.51583861151661,52.037005543841495,57.6500015258789,57.6500015258789,0.28060272,6.641692,-0.29671243,0.29477888,0.06292907
8,2012-09-14,58.9000015258789,57.88999938964844,57.88999938964844,58.209999084472656,8576300.0,46.02480697631836,41.56999969482422,18.239999771118164,0.1539,14.51,2123.846923828125,13593.3701171875,3183.949951171875,1465.77001953125,9159.3896484375,20629.779296875,3581.580078125,7412.1298828125,78.22,6.3145,56.76857158115932,57.007619040352964,56.64982189292649,56.83367710694955,0.18385521402306185,0.8311772668336419,58.66997357402024,55.34526450668567,57.89195384112888,57.209999084472656,4.0467286922775125,0.0,58.209999084472656,50.18421948735522,50.68319051938029,52.332488441622885,58.209999084472656,58.209999084472656,0.1318137,6.3733377,-0.23166355,0.37715515,0.067843005
9,2012-09-18,58.38999938964844,57.599998474121094,58.36000061035156,57.81999969482422,5837400.0,45.7164421081543,41.2599983215332,17.6299991607666,0.1519,14.18,2059.54296875,13564.6396484375,3177.800048828125,1459.3199462890625,9123.76953125,20601.9296875,3512.68994140625,7347.68994140625,78.59,6.3187,57.05857140677315,57.007619040352964,56.81129504061306,57.02058485402305,0.20928981340999545,0.8311772668336419,58.66997357402024,55.34526450668567,57.84398359787882,56.81999969482422,4.03988837105512,-0.716611815583736,57.81999969482422,50.38841980139302,51.01897273363001,52.90981041760571,57.81999969482422,57.81999969482422,0.061876457,6.5422916,-0.51964736,-0.008044149,2.134127
