,Date,High,Low,Open,Close_x,Volume,Adj Close,JPM,MS,LIBOR,VIX,SS Close,DJI Close,IXIC Close,GSPC Close,N225 Close,HSI Close,FCHI Close,GDAXI Close,DEXJPUS,DEXCHUS,ma7,ma21,26ema,12ema,MACD,20sd,upper_band,lower_band,ema,momentum,log_momentum,sentiment,Close_y,Fourier3,Fourier6,Fourier9,Close,ARIMA,PCA1,PCA2,PCA3,PCA4
0,2012-09-04,35.849998474121094,35.5,35.79999923706055,35.68000030517578,3678100.0,25.29269599914551,37.0099983215332,15.510000228881836,0.1514,17.98,2043.6490478515625,13035.9404296875,3075.06005859375,1404.93994140625,8775.509765625,19429.91015625,3399.0400390625,6932.580078125,78.35,6.3465,35.705714089529856,35.642381032307945,35.68000030517578,35.68000030517578,0.0,0.29401007179922256,36.2304011759064,35.0543608887095,35.68000030517578,34.68000030517578,3.546163160712103,0.0,35.68000030517578,27.909980995497182,28.152890247030182,29.038747928945565,35.68000030517578,35.68000030517578,-2.209989,6.9661126,0.14228341,0.46962437
1,2012-09-05,35.77000045776367,35.43000030517578,35.66999816894531,35.5,3197100.0,25.16510009765625,37.11000061035156,15.68000030517578,0.1514,17.74,2037.6810302734373,13047.48046875,3069.27001953125,1403.43994140625,8679.8203125,19145.0703125,3405.7900390625,6964.68994140625,78.34,6.3489,35.705714089529856,35.642381032307945,35.586538608257584,35.582500139872224,-0.004038468385353156,0.29401007179922256,36.2304011759064,35.0543608887095,35.54500007629394,34.5,3.5409593240373143,0.0,35.5,28.033685256555003,28.293862972502666,29.23489438412904,35.5,35.5,-2.1651278,6.995422,0.1352704,0.45519528
2,2012-09-06,35.810001373291016,35.61000061035156,35.66999816894531,35.7400016784668,4501400.0,25.335227966308594,38.68999862670898,16.25,0.1529,15.6,2051.91796875,13292.0,3135.81005859375,1432.1199951171875,8680.5703125,19209.30078125,3509.8798828125,7167.330078125,78.96,6.3428,35.705714089529856,35.642381032307945,35.6416763993776,35.64397302676018,0.0022966273825772987,0.29401007179922256,36.2304011759064,35.0543608887095,35.680001185490525,34.740001678466804,3.547891809128064,0.0,35.7400016784668,28.15724583147378,28.434783329290084,29.42903365172668,35.7400016784668,35.7400016784668,-2.1916785,6.616434,-0.07930357,0.30380374
3,2012-09-07,35.970001220703125,35.400001525878906,35.91999816894531,35.84000015258789,4819500.0,25.406110763549805,39.29999923706055,17.079999923706055,0.1524,14.38,2127.761962890625,13306.6396484375,3136.419921875,1437.9200439453125,8871.650390625,19802.16015625,3519.050048828125,7214.5,78.14,6.3428,35.705714089529856,35.642381032307945,35.69711905411056,35.70585112955378,0.008732075443226961,0.29401007179922256,36.2304011759064,35.0543608887095,35.78800048828124,34.84000015258789,3.5507661563639776,0.0,35.84000015258789,28.280648105463637,28.57561416584066,29.621044570242578,35.84000015258789,35.84000015258789,-2.2743227,6.405391,-0.2255306,0.23289347
4,2012-09-10,35.91999816894531,35.68000030517578,35.83000183105469,35.7599983215332,3867000.0,25.34940528869629,38.7599983215332,16.610000610351562,0.1524,16.28,2134.89306640625,13254.2900390625,3104.02001953125,1429.0799560546875,8869.3701171875,19827.169921875,3506.050048828125,7213.7001953125,78.24,6.3375,35.705714089529856,35.642381032307945,35.71170101557763,35.720562728093796,0.008861712516164744,0.29401007179922256,36.2304011759064,35.0543608887095,35.76925523616065,34.759998321533196,3.5484672521098832,0.7328904126453186,35.7599983215332,28.403877544669285,28.716318291370268,29.81081034394301,35.7599983215332,35.7599983215332,-2.2932076,6.5061326,-0.0678753,-2.1408138
5,2012-09-11,35.880001068115234,35.720001220703125,35.79999923706055,35.75,2782700.0,25.34231758117676,39.599998474121094,17.25,0.1524,16.41,2120.553955078125,13323.3603515625,3104.530029296875,1433.56005859375,8807.3798828125,19857.880859375,3537.300048828125,7310.10986328125,77.78,6.3349,35.705714089529856,35.642381032307945,35.719371996695685,35.727717533856115,0.008345537160430183,0.29401007179922256,36.2304011759064,35.0543608887095,35.75640077905341,34.75,3.5481795720108016,-0.32493649503846256,35.75,28.526919698261803,28.856858503908292,29.998218687193948,35.75,35.75,-2.2584465,6.3880215,-0.116138384,1.461987
6,2012-09-12,35.93000030517578,35.630001068115234,35.91999816894531,35.66999816894531,2656500.0,25.28559684753418,39.91999816894531,17.420000076293945,0.1524,15.8,2126.553955078125,13333.349609375,3114.31005859375,1436.56005859375,8959.9599609375,20075.390625,3543.7900390625,7343.52978515625,77.86,6.3261,35.705714089529856,35.642381032307945,35.710591117377426,35.714837659520924,0.004246542143505394,0.29401007179922256,36.2304011759064,35.0543608887095,35.69877268868854,34.669998168945305,3.5458747068831236,0.0,35.66999816894531,28.64976020050748,28.997197618360875,30.18316195848727,35.66999816894531,35.66999816894531,-2.2912412,6.2979674,-0.16601494,0.3129826
7,2012-09-13,36.08000183105469,35.70000076293945,35.70000076293945,35.970001220703125,5212300.0,25.498271942138672,41.400001525878906,17.899999618530273,0.1524,14.05,2110.37890625,13539.8603515625,3155.830078125,1459.989990234375,8995.150390625,20047.630859375,3502.090087890625,7310.31982421875,77.41,6.3294,35.74714279174805,35.642381032307945,35.75238851277125,35.768086361876605,0.015697849105357875,0.29401007179922256,36.2304011759064,35.0543608887095,35.879619273906805,34.970001220703125,3.5544905859824363,0.0,35.970001220703125,28.77238477281365,29.137298494565,30.36553728399857,35.970001220703125,35.970001220703125,-2.334349,6.1504707,-0.31707597,0.18572298
8,2012-09-14,36.400001525878906,36.02000045776367,36.06999969482422,36.22999954223633,4384000.0,25.68257141113281,41.56999969482422,18.239999771118164,0.1539,14.51,2123.846923828125,13593.3701171875,3183.949951171875,1465.77001953125,9159.3896484375,20629.779296875,3581.580078125,7412.1298828125,78.22,6.3145,35.851428440638955,35.642381032307945,35.82318095230282,35.859469229815616,0.03628827751279573,0.29401007179922256,36.2304011759064,35.0543608887095,36.113217987504,35.22999954223633,3.5618979793595704,0.0,36.22999954223633,28.89477922575077,29.27712406530691,30.545246670546323,36.22999954223633,36.22999954223633,-2.4404004,5.894282,-0.35701698,0.20760031
9,2012-09-18,36.22999954223633,35.93000030517578,36.15999984741211,36.04999923706055,2288900.0,25.55498123168945,41.2599983215332,17.6299991607666,0.1519,14.18,2059.54296875,13564.6396484375,3177.800048828125,1459.3199462890625,9123.76953125,20601.9296875,3512.68994140625,7347.68994140625,78.59,6.3187,35.895713806152344,35.642381032307945,35.854479668047816,35.895574592140115,0.04109492409229887,0.29401007179922256,36.2304011759064,35.0543608887095,36.071071440119546,35.049999237060554,3.556775591713425,0.0,36.04999923706055,29.13882147357947,29.555801553947173,30.896300660008567,36.04999923706055,36.04999923706055,-2.4667115,6.046863,-0.4062168,0.19503509
10,2012-09-19,36.27999877929688,35.90999984741211,36.15999984741211,35.95000076293945,2146400.0,25.48409080505371,41.34000015258789,17.569999694824222,0.1519,13.88,2067.8310546875,13577.9599609375,3182.6201171875,1461.050048828125,9232.2099609375,20841.91015625,3531.820068359375,7390.759765625,78.4,6.3091,35.91142817905971,35.642381032307945,35.866868784316395,35.90553326908873,0.0386644847723403,0.29401007179922256,36.2304011759064,35.0543608887095,35.99035719969857,34.950000762939446,3.553918490509274,0.0,35.95000076293945,29.260441353287497,29.694579953306192,31.06747454615849,35.95000076293945,35.95000076293945,-2.4854028,5.9774685,-0.44198042,0.17295317
