,Date,High,Low,Open,Close_x,Volume,Adj Close,JPM,MS,LIBOR,VIX,SS Close,DJI Close,IXIC Close,GSPC Close,N225 Close,HSI Close,FCHI Close,GDAXI Close,DEXJPUS,DEXCHUS,ma7,ma21,26ema,12ema,MACD,20sd,upper_band,lower_band,ema,momentum,log_momentum,sentiment,Close_y,Fourier3,Fourier6,Fourier9,Close,ARIMA,PCA1,PCA2,PCA3,PCA4,PCA5
0,2012-09-04,27.45000076293945,27.20000076293945,27.399999618530273,27.21999931335449,56000.0,19.118675231933594,37.0099983215332,15.510000228881836,0.1514,17.98,2043.6490478515625,13035.9404296875,3075.06005859375,1404.93994140625,8775.509765625,19429.91015625,3399.0400390625,6932.580078125,78.35,6.3465,28.509999956403465,28.727618898664197,27.21999931335449,27.21999931335449,0.0,0.7495747516812062,30.22676840202661,27.228469395301786,27.21999931335449,26.21999931335449,3.2665224521477003,0.0,27.21999931335449,28.391017862948488,26.24154696292292,27.584874092246174,27.21999931335449,27.21999931335449,-8.472974,-4.7997546,0.9518112,-0.24834229,0.527682
1,2012-09-05,28.979999542236328,28.670000076293945,28.770000457763672,28.85000038146973,105300.0,20.2635498046875,37.11000061035156,15.68000030517578,0.1514,17.74,2037.6810302734373,13047.48046875,3069.27001953125,1403.43994140625,8679.8203125,19145.0703125,3405.7900390625,6964.68994140625,78.34,6.3489,28.509999956403465,28.727618898664197,28.06634602179894,28.10291655858357,0.0365705367846374,0.7495747516812062,30.22676840202661,27.228469395301786,28.44250011444092,27.85000038146973,3.3268329800705896,0.0,28.85000038146973,28.470406633178648,26.337506363406845,27.688264106574515,28.85000038146973,28.85000038146973,-8.06893,-4.888303,0.97913367,0.5144522,0.6136949
2,2012-09-06,29.10000038146973,28.90999984741211,28.90999984741211,29.040000915527344,85600.0,20.39700508117676,38.68999862670898,16.25,0.1529,15.6,2051.91796875,13292.0,3135.81005859375,1432.1199951171875,8680.5703125,19209.30078125,3509.8798828125,7167.330078125,78.96,6.3428,28.509999956403465,28.727618898664197,28.41617077168953,28.468660799515447,0.052490027825911056,0.7495747516812062,30.22676840202661,27.228469395301786,28.85615451519305,28.040000915527344,3.33363209481715,0.0,29.040000915527344,28.550578155272106,26.43564004701284,27.79104071943816,29.040000915527344,29.040000915527344,-7.8539033,-4.631333,0.4798532,0.21846588,0.29310915
3,2012-09-07,28.59000015258789,28.270000457763672,28.54999923706055,28.29999923706055,85200.0,19.87724494934082,39.29999923706055,17.079999923706055,0.1524,14.38,2127.761962890625,13306.6396484375,3136.419921875,1437.9200439453125,8871.650390625,19802.16015625,3519.050048828125,7214.5,78.14,6.3428,28.509999956403465,28.727618898664197,28.383694287254485,28.415420935619835,0.03172664836534267,0.7495747516812062,30.22676840202661,27.228469395301786,28.480749702453608,27.29999923706055,3.3068866742444136,0.0,28.29999923706055,28.63151895451375,26.535918344495176,27.893168779803553,28.29999923706055,28.29999923706055,-7.904217,-4.491129,0.11825274,0.21121489,0.008377571
4,2012-09-10,28.56999969482422,28.229999542236328,28.56999969482422,28.309999465942386,55600.0,19.884265899658203,38.7599983215332,16.610000610351562,0.1524,16.28,2134.89306640625,13254.2900390625,3104.02001953125,1429.0799560546875,8869.3701171875,19827.169921875,3506.050048828125,7213.7001953125,78.24,6.3375,28.509999956403465,28.727618898664197,28.366604154230643,28.386778299082344,0.02017414485170832,0.7495747516812062,30.22676840202661,27.228469395301786,28.366445825119648,27.309999465942386,3.307252915930227,0.0,28.309999465942386,28.713215445973862,26.638310418714546,27.99461795147913,28.309999465942386,28.309999465942386,-7.9226747,-4.5652127,0.4632502,-0.23557237,0.31964764
5,2012-09-11,29.09000015258789,28.75,28.79999923706055,29.03000068664551,80900.0,20.38997840881348,39.599998474121094,17.25,0.1524,16.41,2120.553955078125,13323.3603515625,3104.530029296875,1433.56005859375,8807.3798828125,19857.880859375,3537.300048828125,7310.10986328125,77.78,6.3349,28.509999956403465,28.727618898664197,28.499477188612403,28.54311517906425,0.04363799045185246,0.7495747516812062,30.22676840202661,27.228469395301786,28.80942338377565,28.03000068664551,3.333275389673504,0.0,29.03000068664551,28.795653937142248,26.7427842831479,28.09536271759613,29.03000068664551,29.03000068664551,-7.7230787,-4.5037613,0.4384387,0.12911162,0.33955657
6,2012-09-12,28.93000030517578,28.71999931335449,28.899999618530273,28.81999969482422,36600.0,20.242481231689453,39.91999816894531,17.420000076293945,0.1524,15.8,2126.553955078125,13333.349609375,3114.31005859375,1436.56005859375,8959.9599609375,20075.390625,3543.7900390625,7343.52978515625,77.86,6.3261,28.509999956403465,28.727618898664197,28.556480454797548,28.604900990011092,0.04842053521354472,0.7495747516812062,30.22676840202661,27.228469395301786,28.816477483276486,27.81999969482422,3.3257551755256425,0.0,28.81999969482422,28.878820630584503,26.84930682134985,28.195382372091327,28.81999969482422,28.81999969482422,-7.6802683,-4.480901,0.23781163,-0.5221806,0.2591722
7,2012-09-13,29.739999771118164,29.25,29.36000061035156,29.54999923706055,196700.0,20.75521469116211,41.400001525878906,17.899999618530273,0.1524,14.05,2110.37890625,13539.8603515625,3155.830078125,1459.989990234375,8995.150390625,20047.630859375,3502.090087890625,7310.31982421875,77.41,6.3294,28.842857088361463,28.727618898664197,28.71656094835216,28.802128427270716,0.0855674789185592,0.7495747516812062,30.22676840202661,27.228469395301786,29.30556653069287,28.54999923706055,3.351656909379096,0.0,29.54999923706055,28.96270162661861,26.95784380734916,28.29466099823588,29.54999923706055,29.54999923706055,-7.5104566,-4.3412595,-0.004117022,1.8577687,-0.10711322
8,2012-09-14,28.29999923706055,27.520000457763672,28.29999923706055,27.729999542236328,127200.0,19.47688865661621,41.56999969482422,18.239999771118164,0.1539,14.51,2123.846923828125,13593.3701171875,3183.949951171875,1465.77001953125,9159.3896484375,20629.779296875,3581.580078125,7412.1298828125,78.22,6.3145,28.682856968470983,28.727618898664197,28.570330890045373,28.590023173555284,0.019692283509915143,0.7495747516812062,30.22676840202661,27.228469395301786,28.25513517094657,26.729999542236328,3.285786513025363,0.0,27.729999542236328,29.047282926012038,27.068359926963574,28.39318743429464,27.729999542236328,27.729999542236328,-7.7819476,-4.1088014,-0.076771125,0.75970423,-0.22582741
9,2012-09-18,27.559999465942386,27.40999984741211,27.54999923706055,27.5,70900.0,19.31534576416016,41.2599983215332,17.6299991607666,0.1519,14.18,2059.54296875,13564.6396484375,3177.800048828125,1459.3199462890625,9123.76953125,20601.9296875,3512.68994140625,7347.68994140625,78.59,6.3187,28.46285683768136,28.727618898664197,28.422635644415607,28.383464205797964,-0.03917143861764672,0.7495747516812062,30.22676840202661,27.228469395301786,27.75170319798419,26.5,3.277144732992177,0.0,27.5,29.21848995650774,27.295183003423976,28.587962569094724,27.5,27.5,-7.9059453,-4.22895,-0.107094064,-0.070419304,-0.26266122
10,2012-09-19,27.90999984741211,27.71999931335449,27.729999542236328,27.899999618530273,64300.0,19.59629249572754,41.34000015258789,17.569999694824222,0.1519,13.88,2067.8310546875,13577.9599609375,3182.6201171875,1461.050048828125,9232.2099609375,20841.91015625,3531.820068359375,7390.759765625,78.4,6.3091,28.40571403503418,28.727618898664197,28.354849586286946,28.29500184348253,-0.0598477428044113,0.7495747516812062,30.22676840202661,27.228469395301786,27.85056803644316,26.899999618530273,3.2921262724267626,0.0,27.899999618530273,29.305087215925994,27.411414095169878,28.684212232883702,27.899999618530273,27.899999618530273,-7.775257,-4.227524,-0.22174779,-0.16409779,-0.29591566
11,2012-09-20,28.459999084472656,28.07999992370605,28.07999992370605,28.45000076293945,91400.0,19.982601165771484,41.25,17.209999084472653,0.1514,14.07,2024.8370361328125,13596.9296875,3175.9599609375,1460.260009765625,9086.98046875,20590.919921875,3509.919921875,7389.490234375,78.3,6.3036,28.42571422031948,28.727618898664197,28.366540407579798,28.32256014252229,-0.04398026505751318,0.7495747516812062,30.22676840202661,27.228469395301786,28.25019060606772,27.45000076293945,3.3123661957493264,0.0,28.45000076293945,29.392327840855256,27.529472639084922,28.77971148048471,28.45000076293945,28.45000076293945,-7.6978965,-4.315655,-0.11884773,0.24046664,-0.23855855
12,2012-09-21,28.6299991607666,28.31999969482422,28.61000061035156,28.479999542236328,61200.0,20.003671646118164,40.88000106811523,17.079999923706055,0.1514,13.98,2026.68994140625,13579.4697265625,3179.9599609375,1460.1500244140625,9110.0,20734.939453125,3530.719970703125,7451.6201171875,78.17,6.3051,28.347142628261018,28.727618898664197,28.379832124739785,28.349897603354048,-0.029934521385733607,0.7495747516812062,30.22676840202661,27.228469395301786,28.403396659608198,27.479999542236328,3.3134584506960816,0.0,28.479999542236328,29.48019737540173,27.64931823047134,28.874471970619826,28.479999542236328,28.479999542236328,-7.6328783,-4.3367624,-0.19915535,-0.1896364,-0.1949877
13,2012-09-24,28.60000038146973,28.35000038146973,28.45000076293945,28.399999618530273,53700.0,19.947481155395508,41.22999954223633,17.040000915527347,0.1514,14.15,2033.1920166015625,13558.919921875,3160.780029296875,1456.8900146484375,9069.2900390625,20694.69921875,3497.219970703125,7413.16015625,77.9,6.309,28.287142617361887,28.727618898664197,28.38209717430109,28.358428376871,-0.0236687974300942,0.7495747516812062,30.22676840202661,27.228469395301786,28.40113196508276,27.399999618530273,3.3105429994717714,0.0,28.399999618530273,29.56868128067348,27.77090952251205,28.968509650536824,28.399999618530273,28.399999618530273,-7.6643457,-4.3699074,-0.15953797,-0.29313898,-0.15903288
14,2012-09-25,29.290000915527344,28.940000534057607,29.13999938964844,28.940000534057607,85100.0,20.32676696777344,40.54999923706055,16.600000381469727,0.1509,15.43,2029.29296875,13457.5498046875,3117.72998046875,1441.5899658203125,9091.5400390625,20698.6796875,3513.81005859375,7425.10986328125,77.91,6.3057,28.199999945504324,28.727618898664197,28.44244865174427,28.455851669367643,0.013403017623371484,0.7495747516812062,30.22676840202661,27.228469395301786,28.76037770276911,27.940000534057607,3.330059372943261,0.0,28.940000534057607,29.657764937593626,27.894204253453875,29.06184463733448,28.940000534057607,28.940000534057607,-7.553089,-4.473782,0.10434898,0.17780596,0.07615122
15,2012-09-26,29.18000030517578,28.920000076293945,29.15999984741211,28.96999931335449,63700.0,20.347835540771484,40.2400016784668,16.430000305175778,0.1509,16.81,2004.1719970703125,13413.509765625,3093.699951171875,1433.3199462890625,8906.7001953125,20527.73046875,3414.840087890625,7276.509765625,77.78,6.3015,28.37714276994977,28.727618898664197,28.49763478467393,28.54081862136179,0.043183836687855866,0.7495747516812062,30.22676840202661,27.228469395301786,28.900125446405788,27.96999931335449,3.3311324826645112,0.0,28.96999931335449,29.747433649726233,28.01915927453811,29.15450108852879,28.96999931335449,28.96999931335449,-7.60918,-4.6502805,0.39277,-0.12670761,0.33520967
16,2012-09-27,30.04999923706055,29.899999618530273,30.01000022888184,29.989999771118164,134500.0,21.064260482788086,40.68000030517578,16.84000015258789,0.1516,14.84,2056.322998046875,13485.9697265625,3136.60009765625,1447.1500244140625,8949.8701171875,20762.2890625,3439.320068359375,7290.02001953125,77.62,6.3021,28.732857022966666,28.727618898664197,28.649122863426214,28.777605089102035,0.12848222567582113,0.7495747516812062,30.22676840202661,27.228469395301786,29.626708335173678,28.989999771118164,3.3669509350383646,0.0,29.989999771118164,29.837672646115323,28.14573057865376,29.246507062294125,29.989999771118164,29.989999771118164,-7.2917166,-4.5964518,-0.026192153,0.9767041,0.11076337
