Date,High,Low,Open,Close,Volume,Adj Close
2012-09-04,73.83999633789062,72.56999969482422,72.7699966430664,73.51000213623047,8524100.0,61.153587341308594
2012-09-05,73.94999694824219,73.37000274658203,73.86000061035156,73.55000305175781,7964100.0,61.1868782043457
2012-09-06,74.80999755859375,73.83999633789062,73.9800033569336,74.80999755859375,6508500.0,62.235084533691406
2012-09-07,74.80000305175781,73.5,74.69999694824219,73.81999969482422,6621400.0,61.4114875793457
2012-09-10,74.12000274658203,73.5,73.88999938964844,73.51000213623047,6500100.0,61.153587341308594
2012-09-11,74.41999816894531,73.55000305175781,73.72000122070312,74.05999755859375,5291400.0,61.61111831665039
2012-09-12,74.3499984741211,73.75,74.05999755859375,74.06999969482422,4297800.0,61.61945724487305
2012-09-13,75.19000244140625,73.94999694824219,73.94999694824219,75.13999938964844,7407400.0,62.50959777832031
2012-09-14,74.98999786376953,74.26000213623047,74.83999633789062,74.5,8535700.0,61.9771728515625
2012-09-17,74.68000030517578,73.87000274658203,74.36000061035156,73.98999786376953,6854600.0,61.552913665771484
2012-09-18,74.16999816894531,73.68000030517578,73.8499984741211,73.94999694824219,5304100.0,61.51963806152344
2012-09-19,74.62999725341797,73.98999786376953,74.25,74.37000274658203,5655900.0,61.8690299987793
2012-09-20,74.81999969482422,74.31999969482422,74.31999969482422,74.75,4523200.0,62.18516159057617
2012-09-21,75.08999633789062,74.33000183105469,74.95999908447266,74.44999694824219,10562300.0,61.93558883666992
2012-09-24,74.95999908447266,74.18000030517578,74.19999694824219,74.73999786376953,4413700.0,62.17682647705078
2012-09-25,75.05000305175781,74.26000213623047,74.91000366210938,74.26000213623047,6424700.0,61.77754211425781
2012-09-26,74.83999633789062,74.13999938964844,74.16000366210938,74.19000244140625,4804900.0,61.71929168701172
2012-09-27,74.5,73.83000183105469,74.37000274658203,73.9800033569336,5390100.0,61.544612884521484
2012-09-28,74.05999755859375,73.41999816894531,73.86000061035156,73.80000305175781,6021000.0,61.39486312866211
2012-10-01,74.48999786376953,73.80000305175781,73.80000305175781,74.05000305175781,4662300.0,61.60282897949219
2012-10-02,74.36000061035156,73.62999725341797,73.9800033569336,73.75,4236500.0,61.35326385498047
