,Date,High,Low,Open,Close,Volume,Adj Close,JPM,MS,LIBOR,VIX,SS Close,DJI Close,IXIC Close,GSPC Close,N225 Close,HSI Close,FCHI Close,GDAXI Close,DEXJPUS,DEXCHUS,ma7,ma21,26ema,12ema,MACD,20sd,upper_band,lower_band,ema,momentum,log_momentum,Sentiment
0,2012-09-04,107.25,105.54000091552734,105.5500030517578,106.41000366210938,3249200.0,95.1715316772461,37.0099983215332,15.510000228881836,0.1514,17.98,2043.6490478515625,13035.9404296875,3075.06005859375,1404.93994140625,8775.509765625,19429.91015625,3399.0400390625,6932.580078125,78.35,6.3465,113.69000135149273,116.42380959647042,106.41000366210938,106.41000366210938,0.0,3.77309240996946,123.96999441640934,108.8776247765315,106.41000366210938,105.41000366210938,4.657857543008672,0.08536959533333333
1,2012-09-05,110.0,106.79000091552734,106.9000015258789,109.94000244140624,6371600.0,98.3287124633789,37.11000061035156,15.68000030517578,0.1514,17.74,2037.6810302734373,13047.48046875,3069.27001953125,1403.43994140625,8679.8203125,19145.0703125,3405.7900390625,6964.68994140625,78.34,6.3489,113.69000135149273,116.42380959647042,108.24288764366736,108.3220863342285,0.07919869056114237,3.77309240996946,123.96999441640934,108.8776247765315,109.05750274658202,108.94000244140624,4.690797294366087,0.0
2,2012-09-06,113.77999877929688,110.01000213623048,110.61000061035156,113.54000091552734,6521500.0,101.54849243164062,38.68999862670898,16.25,0.1529,15.6,2051.91796875,13292.0,3135.81005859375,1432.1199951171875,8680.5703125,19209.30078125,3509.8798828125,7167.330078125,78.96,6.3428,113.69000135149273,116.42380959647042,110.1460890114278,110.35863960037057,0.21255058894276144,3.77309240996946,123.96999441640934,108.8776247765315,112.16077070969801,112.54000091552734,4.723308722140262,0.20590259
3,2012-09-07,116.75,113.5500030517578,113.8000030517578,116.33000183105469,6137100.0,104.04385375976562,39.29999923706055,17.079999923706055,0.1524,14.38,2127.761962890625,13306.6396484375,3136.419921875,1437.9200439453125,8871.650390625,19802.16015625,3519.050048828125,7214.5,78.14,6.3428,113.69000135149273,116.42380959647042,111.87484080140499,112.24356529301609,0.3687244916110899,3.77309240996946,123.96999441640934,108.8776247765315,114.97500171661378,115.33000183105469,4.747797600114503,0.075265117
4,2012-09-10,116.25,114.54000091552734,116.05999755859376,114.68000030517578,4225100.0,102.568115234375,38.7599983215332,16.610000610351562,0.1524,16.28,2134.89306640625,13254.2900390625,3104.02001953125,1429.0799560546875,8869.3701171875,19827.169921875,3506.050048828125,7213.7001953125,78.24,6.3375,113.69000135149273,116.42380959647042,112.5253688604873,112.90553597805805,0.3801671175706929,3.77309240996946,123.96999441640934,108.8776247765315,114.77752143292388,113.68000030517578,4.7333874864733625,-0.3316178325
5,2012-09-11,117.76000213623048,115.0199966430664,115.2300033569336,116.69000244140624,3898500.0,104.3658447265625,39.599998474121094,17.25,0.1524,16.41,2120.553955078125,13323.3603515625,3104.530029296875,1433.56005859375,8807.3798828125,19857.880859375,3537.300048828125,7310.10986328125,77.78,6.3349,113.69000135149273,116.42380959647042,113.35951175081951,113.82536042869243,0.4658486778729127,3.77309240996946,123.96999441640934,108.8776247765315,116.05426012814699,115.69000244140624,4.750914221143799,-0.94641459
6,2012-09-12,118.45999908447266,116.69000244140624,117.4000015258789,118.23999786376952,4233700.0,105.75212097167969,39.91999816894531,17.420000076293945,0.1524,15.8,2126.553955078125,13333.349609375,3114.31005859375,1436.56005859375,8959.9599609375,20075.390625,3543.7900390625,7343.52978515625,77.86,6.3261,113.69000135149273,116.42380959647042,114.22748090623834,114.81047132669208,0.5829904204537542,3.77309240996946,123.96999441640934,108.8776247765315,117.51208520524565,117.23999786376952,4.764223097621688,-0.4886831933333333
7,2012-09-13,121.0500030517578,117.68000030517578,117.98999786376952,120.66999816894531,5261600.0,107.9254913330078,41.400001525878906,17.899999618530273,0.1524,14.05,2110.37890625,13539.8603515625,3155.830078125,1459.989990234375,8995.150390625,20047.630859375,3502.090087890625,7310.31982421875,77.41,6.3294,115.72714342389787,116.42380959647042,115.26553007205187,116.0332642651612,0.7677341931092911,3.77309240996946,123.96999441640934,108.8776247765315,119.61768144049296,119.66999816894531,4.784737939284558,-0.34591835000000004
8,2012-09-14,122.5999984741211,120.4800033569336,121.26000213623048,121.36000061035156,6187700.0,108.54261016845705,41.56999969482422,18.239999771118164,0.1539,14.51,2123.846923828125,13593.3701171875,3183.949951171875,1465.77001953125,9159.3896484375,20629.779296875,3581.580078125,7412.1298828125,78.22,6.3145,117.3585717337472,116.42380959647042,116.16886439735586,117.08708230862858,0.9182179112727198,3.77309240996946,123.96999441640934,108.8776247765315,120.7792865693866,120.36000061035156,4.790487256832893,0.0
9,2012-09-18,120.36000061035156,118.75,119.43000030517578,119.87999725341795,3033300.0,107.21891784667969,41.2599983215332,17.6299991607666,0.1519,14.18,2059.54296875,13564.6396484375,3177.800048828125,1459.3199462890625,9123.76953125,20601.9296875,3512.68994140625,7347.68994140625,78.59,6.3187,118.26428549630302,116.42380959647042,116.6809646121946,117.61633860521542,0.9353739930208036,3.77309240996946,123.96999441640934,108.8776247765315,120.17975020553988,118.87999725341795,4.77811455786563,0.027753502000000003
10,2012-09-19,120.37000274658205,119.0199966430664,120.37000274658205,119.0199966430664,4818300.0,106.44973754882812,41.34000015258789,17.569999694824222,0.1519,13.88,2067.8310546875,13577.9599609375,3182.6201171875,1461.050048828125,9232.2099609375,20841.91015625,3531.820068359375,7390.759765625,78.4,6.3091,118.64857046944755,116.42380959647042,116.9843378076051,117.87317418155637,0.8888363739512641,3.77309240996946,123.96999441640934,108.8776247765315,119.4065767993044,118.0199966430664,4.770854073185253,0.401731955
11,2012-09-20,117.81999969482422,116.23999786376952,117.63999938964844,117.62999725341795,4448100.0,105.20655822753906,41.25,17.209999084472653,0.1514,14.07,2024.8370361328125,13596.9296875,3175.9599609375,1460.260009765625,9086.98046875,20590.919921875,3509.919921875,7389.490234375,78.3,6.3036,119.06999860491072,116.42380959647042,117.06366724379916,117.82993812204907,0.7662708782498981,3.77309240996946,123.96999441640934,108.8776247765315,118.22218820674401,116.62999725341795,4.759006507153424,0.0
12,2012-09-21,118.37999725341795,116.55999755859376,118.36000061035156,116.72000122070312,8188700.0,104.39266204833984,40.88000106811523,17.079999923706055,0.1514,13.98,2026.68994140625,13579.4697265625,3179.9599609375,1460.1500244140625,9110.0,20734.939453125,3530.719970703125,7451.6201171875,78.17,6.3051,119.07428414481026,116.42380959647042,117.02340683118172,117.6372109100463,0.6138040788646038,3.77309240996946,123.96999441640934,108.8776247765315,117.22072958790972,115.72000122070312,4.7511734906567,0.0
13,2012-09-24,117.43000030517578,114.9000015258789,116.33999633789062,116.5999984741211,3697500.0,104.28532409667969,41.22999954223633,17.040000915527347,0.1514,14.15,2033.1920166015625,13558.919921875,3160.780029296875,1456.8900146484375,9069.2900390625,20694.69921875,3497.219970703125,7413.16015625,77.9,6.309,118.83999851771765,116.42380959647042,116.97585303379982,117.46060674854273,0.4847537147429222,3.77309240996946,123.96999441640934,108.8776247765315,116.80690875886431,115.5999984741211,4.750135943038631,0.0
14,2012-09-25,117.6500015258789,113.5,117.12999725341795,113.5,4547700.0,101.51274871826172,40.54999923706055,16.600000381469727,0.1509,15.43,2029.29296875,13457.5498046875,3117.72998046875,1441.5899658203125,9091.5400390625,20698.6796875,3513.81005859375,7425.10986328125,77.91,6.3057,117.81571306501115,116.42380959647042,116.59985087805605,116.79713731494049,0.1972864368844398,3.77309240996946,123.96999441640934,108.8776247765315,114.60230276597866,112.5,4.722953221644475,0.0
15,2012-09-26,113.63999938964844,111.9000015258789,113.22000122070312,113.08000183105469,5185100.0,101.1370849609375,40.2400016784668,16.430000305175778,0.1509,16.81,2004.1719970703125,13413.509765625,3093.699951171875,1433.3199462890625,8906.7001953125,20527.73046875,3414.840087890625,7276.509765625,77.78,6.3015,116.63285609654018,116.42380959647042,116.23164575287,116.18285136826955,-0.048794384600412855,3.77309240996946,123.96999441640934,108.8776247765315,113.5874354524534,112.08000183105469,4.719212918365785,-0.6249877621333334
16,2012-09-27,115.86000061035156,113.72000122070312,113.73999786376952,115.2300033569336,3898900.0,103.06002807617188,40.68000030517578,16.84000015258789,0.1516,14.84,2056.322998046875,13485.9697265625,3136.60009765625,1447.1500244140625,8949.8701171875,20762.2890625,3439.320068359375,7290.02001953125,77.62,6.3021,115.96857125418526,116.42380959647042,116.12997030247044,116.02716240216931,-0.10280790030111576,3.77309240996946,123.96999441640934,108.8776247765315,114.68248073058636,114.2300033569336,4.7382139891333495,0.14906939666666666
17,2012-09-28,115.01000213623048,113.2300033569336,115.01000213623048,113.68000030517578,3653700.0,101.6737289428711,40.47999954223633,16.739999771118164,0.1516,15.73,2086.1689453125,13437.1298828125,3116.22998046875,1440.6700439453125,8870.16015625,20840.380859375,3354.820068359375,7216.14990234375,77.92,6.2848,115.2057146344866,116.42380959647042,115.88791758615993,115.64727867764786,-0.2406389085120821,3.77309240996946,123.96999441640934,108.8776247765315,114.01416044525423,112.68000030517578,4.724551945716511,0.0
18,2012-10-09,120.73999786376952,119.0199966430664,119.38999938964844,119.62999725341795,3260600.0,106.9953155517578,41.38000106811523,17.350000381469727,0.1531,16.37,2115.22900390625,13473.5302734375,3065.02001953125,1441.47998046875,8769.58984375,20937.279296875,3382.780029296875,7234.52978515625,78.23,6.2877,115.49142892020089,116.42380959647042,116.24870821357159,116.28675703875136,0.03804882517974306,3.77309240996946,123.96999441640934,108.8776247765315,117.75805165391792,118.62999725341795,4.7760093825205026,0.0
19,2012-10-10,120.25,119.05999755859376,119.5,120.08000183105469,2829600.0,107.39779663085938,41.77000045776367,17.399999618530273,0.1525,16.29,2119.94189453125,13344.9697265625,3051.780029296875,1432.56005859375,8596.23046875,20919.599609375,3365.8701171875,7205.22998046875,78.26,6.2831,115.971429007394,116.42380959647042,116.61002832245188,116.8917490593326,0.28172073688072885,3.77309240996946,123.96999441640934,108.8776247765315,119.30601843911973,119.08000183105469,4.779795551524252,0.0
20,2012-10-11,122.94000244140624,120.75,120.9499969482422,121.98999786376952,4707200.0,109.10606384277344,42.099998474121094,17.860000610351562,0.1525,15.59,2102.867919921875,13326.3896484375,3049.409912109375,1432.8399658203125,8546.7802734375,20999.05078125,3413.719970703125,7281.7001953125,78.44,6.2765,116.74142892020089,116.42380959647042,117.10733801316778,117.7003137248364,0.5929757116686291,3.2259617090100856,122.87573301449059,109.97188617845025,121.09533805572396,120.98999786376952,4.7957078798971295,0.5929727323333334
21,2012-10-12,122.27999877929688,119.88999938964844,121.62000274658205,120.1999969482422,4054900.0,107.505126953125,41.61999893188477,17.309999465942386,0.1525,16.14,2104.931884765625,13328.849609375,3044.110107421875,1428.5899658203125,8534.1201171875,21136.4296875,3389.080078125,7232.490234375,78.31,6.267,117.69857134137837,117.08047594342915,117.3880600058865,118.09488050918159,0.7068205032951056,2.8507806128708353,122.7820371691708,111.37891471768745,120.49844398405044,119.1999969482422,4.780802729029253,0.924945
22,2012-10-15,124.61000061035156,120.75,121.6999969482422,124.5,6412000.0,111.35098266601562,42.38000106811523,17.75,0.1535,15.27,2098.702880859375,13424.23046875,3064.179931640625,1440.1300048828125,8577.9296875,21148.25,3420.280029296875,7261.25,78.76,6.27,119.32999965122768,117.77380916050501,118.02301248838918,119.10187901868947,1.0788665303003029,3.1042787826978464,123.98236672590073,111.56525159510932,123.16614799471179,123.5,4.816241156068032,0.1438899
23,2012-10-16,125.97000122070312,122.3499984741211,124.2300033569336,123.22000122070312,10115900.0,110.20616912841795,42.83000183105469,17.8700008392334,0.1545,15.22,2098.80810546875,13551.7802734375,3101.169921875,1454.9200439453125,8701.3095703125,21207.0703125,3500.93994140625,7376.27001953125,78.92,6.2637,120.47142791748048,118.23476155598956,118.48004896641862,119.74714536678131,1.2670964003627034,3.2877773535483032,124.81031626308618,111.65920684889298,123.2020501453728,122.22000122070312,4.805822709454522,0.1438899
