Date, sentiment
2012-09-04,0.19353503031627567
2012-09-11,-0.3260646754710704
2012-09-12,0.20240716375373927
2012-09-20,0.7485052263609755
2012-09-25,0.9594034728389148
2012-09-26,0.8941569690982438
2012-09-27,-0.9680450935624504
2012-09-28,0.8096617301870099
2012-10-04,0.6076046263167183
2012-10-10,-0.3884969096183075
2012-10-11,-0.89811209899086
2012-10-17,-0.2635144952568897
2012-10-18,-0.9192369370552698
2012-10-19,-0.23291792533326008
2012-10-22,0.8822931885902714
2012-10-25,-0.7573608705747306
2012-10-26,0.8550016849023674
2012-10-29,0.7868732737161024
2012-10-30,0.8556864479592845
2012-10-31,0.46656087834729104
2012-11-08,-0.23215928160983754
2012-11-12,-0.6969115771967802
2012-11-15,0.17328002809527798
2012-11-23,0.9749292142445724
2012-11-26,-0.33251806827887154
2012-11-29,0.5062814044064223
2012-11-30,0.4991581490194437
2012-12-04,-0.937035492887644
2012-12-05,0.2489232396370502
2012-12-07,0.09389334618171957
2012-12-10,0.18157452183991318
2012-12-14,0.08410493843269329
2012-12-17,-0.7674488225623801
2012-12-18,-0.4441348414705757
2012-12-19,-0.19920496162853046
2012-12-31,-0.5180433201378332
2013-01-07,-0.8324753561892331
2013-01-08,0.039479732282993396
2013-01-09,0.5519689057299597
2013-01-14,0.9433261767269936
2013-01-16,0.8475047734081185
2013-01-18,-0.014207931520431427
2013-01-22,-0.17125923271062513
2013-01-23,-0.229454521985967
2013-02-04,-0.8117357107043164
2013-02-05,0.2183083133632726
2013-02-08,-0.18806024278793795
2013-02-11,0.07823727818260776
2013-02-13,0.11264024531460226
2013-02-22,-0.26018085112023626
2013-03-01,0.37352598360008216
2013-03-05,-0.8183540639607929
2013-03-08,-0.013092591881702864
2013-03-09,-0.033018830119481146
2013-03-13,0.25834382296336056
2013-03-19,-0.29164563623157425
2013-03-21,0.8179459847337387
2013-03-25,-0.20802289634721505
2013-04-01,0.47045509874825775
2013-04-02,0.4752077262682934
2013-04-05,-0.15316552951482984
2013-04-09,0.48750623045944913
2013-04-10,0.3700780776291897
2013-04-12,0.0998259655776661
2013-04-15,-0.7441661077299291
2013-04-17,-0.4887911056597944
2013-04-18,-0.0962597957494733
2013-04-19,-0.12754204452226037
2013-04-22,0.22555831685455274
2013-04-26,0.19585580214215548
2013-04-29,0.13757274785137238
2013-05-03,0.9027215071110546
2013-05-06,-0.4605854917946586
2013-05-07,-0.20630914954147928
2013-05-08,-0.8427652243832087
2013-05-10,0.9981613358312976
2013-05-13,0.5877110778410475
2013-05-16,-0.5910849410066752
2013-05-17,-0.21909925169284983
2013-05-23,0.3646640078925498
2013-05-24,0.6445768253577231
2013-05-28,-0.5790482604019187
2013-05-31,-0.07738697537379391
2013-06-03,0.9478661847212226
2013-06-06,-0.015345057664770012
2013-06-10,-0.25033317102034397
2013-06-13,0.6243426390646789
2013-06-18,-0.4448017546657548
2013-06-24,0.5838650206397364
2013-06-25,-0.9240269621679352
2013-07-03,-0.3693506365425663
2013-07-15,0.10701992662001847
2013-07-16,-0.9126527972584496
2013-07-17,0.7221019888612086
2013-07-18,0.07337409399536997
2013-07-21,-0.5300023033956833
2013-07-22,0.05124524870238578
2013-07-29,0.3898250450162304
2013-08-05,-0.3427172887092964
2013-08-06,0.3325130247059158
2013-08-07,0.4353663392082317
2013-08-08,-0.151958884131436
2013-08-13,-0.5866052013592656
2013-08-15,-0.21469208231290796
2013-08-22,0.3268510382765253
2013-08-26,-0.01230784294677556
2013-08-27,-0.3228880313153637
2013-08-28,-0.7938578282194326
2013-08-29,0.23404434790450923
2013-08-30,-0.7307502339884691
2013-09-06,0.10391782249355397
2013-09-09,0.6852028728865899
2013-09-10,0.2675068776524167
2013-09-11,0.9519294515685406
2013-09-12,-0.488181239137024
2013-09-18,0.28134683791477355
2013-09-19,0.15112311729313774
2013-09-27,0.2607909338883587
2013-10-02,-0.30593711305624627
2013-10-08,0.5208687962961895
2013-10-10,0.8589146969098391
2013-10-15,0.619589201348972
2013-10-17,0.6716407761402776
2013-10-18,0.2610743977957172
2013-10-20,0.2407436224422541
2013-10-21,-0.013611052568209426
2013-10-23,0.4577847427082391
2013-10-25,-0.8223304812173329
2013-10-31,-0.6872461636394924
2013-11-05,-0.9960836725902388
2013-11-07,0.11155096839116108
2013-11-08,-0.14496937366479923
2013-11-11,-0.5823940376964176
2013-11-14,-0.02573904942138293
2013-11-16,0.791895193283124
2013-11-18,0.4564192616723699
2013-11-21,0.7958671698767421
2013-11-25,-0.983280497918316
2013-12-02,-0.6257685494990992
2013-12-03,-0.20791991097562
2013-12-04,-0.7434030490978601
2013-12-05,-0.4883076042740657
2013-12-06,0.40647063663899097
2013-12-09,0.24005430775913342
2013-12-13,0.9630556260918122
2013-12-17,-0.33851985296931497
2013-12-19,-0.07156956204920639
2013-12-26,-0.33083932128555676
2014-01-02,0.5282168823203759
2014-01-07,0.11729174033833667
2014-01-08,0.022980632044795838
2014-01-09,0.378381994877635
2014-01-14,-0.6342895803737527
2014-01-22,-0.3712102163451757
2014-01-23,-0.3965674796519803
2014-01-28,-0.3984221018994056
2014-01-29,0.05223433947183587
2014-02-06,0.9694692836346032
2014-02-07,0.029361332643615512
2014-02-10,-0.4622028951249528
2014-02-20,-0.40306239056365145
2014-02-24,-0.6895034212595362
2014-02-26,-0.40707908355676303
2014-03-03,0.00782399709825099
2014-03-05,0.6111943516367304
2014-03-07,0.3371553493624049
2014-03-10,0.25748746037358905
2014-03-11,0.9475654442612981
2014-03-12,0.3464913897932431
2014-03-13,0.6003587189098247
