Date, sentiment
2012-09-03,-0.02456112489815432
2012-09-04,-0.06718642825116916
2012-09-07,0.7003162611026834
2012-09-10,0.3193131550907424
2012-09-11,0.16787379445570977
2012-09-18,-0.8713602470974906
2012-09-19,-0.33248433012396017
2012-09-26,0.4434682694021912
2012-09-27,-0.6566039299770281
2012-09-30,0.3197769385743285
2012-10-01,-0.8477984839404438
2012-10-02,-0.5384631924458796
2012-10-03,0.7221649569280015
2012-10-04,0.9102818388670306
2012-10-08,-0.3726111173121303
2012-10-11,-0.34490460887027385
2012-10-12,0.2950862675978343
2012-10-17,-0.7093269648050919
2012-10-18,0.09299459529279148
2012-10-19,-0.6775918285855573
2012-10-22,0.0032754932294506434
2012-10-23,-0.054454955564647634
2012-11-05,-0.5638574915297494
2012-11-06,0.7902476171794841
2012-11-07,-0.2528403695851367
2012-11-14,-0.4969032400551778
2012-11-19,-0.2982277044596171
2012-11-21,-0.7324924771972994
2012-11-28,0.9347868507085991
2012-11-30,-0.44108539359805704
2012-12-03,0.941069349303426
2012-12-07,-0.582506853282265
2012-12-10,-0.7673757529455494
2012-12-11,-0.4706221635483405
2012-12-12,-0.8543700887567216
2012-12-17,-0.6804787480782695
2013-01-04,0.04536963377134251
2013-01-09,-0.17321075902476424
2013-01-14,0.10331872056722709
2013-01-15,-0.17081528848866978
2013-01-16,-0.36595348755627755
2013-01-17,0.09961001398545516
2013-01-18,0.21505943695823504
2013-01-24,0.4580800817056994
2013-01-25,-0.8379324379954072
2013-01-30,0.416456700516272
2013-01-31,-0.5992313935699549
2013-02-04,0.14614122488258685
2013-02-15,-0.4010556708332584
2013-02-19,0.6444157545307008
2013-02-22,-0.6868515701524336
2013-02-25,-0.12036204498843395
2013-02-27,-0.1128972198196554
2013-02-28,0.6634096852680891
2013-03-04,0.4773559078258216
2013-03-05,0.192098588483562
2013-03-06,0.9301672901169692
2013-03-07,0.305843022356802
2013-03-08,-0.493105521728249
2013-03-11,0.992468698283556
2013-03-13,-0.2575950633875217
2013-03-14,-0.6905171078227618
2013-03-18,0.3844504834624223
2013-03-19,-0.5862576984360872
2013-03-27,-0.4214420102813055
2013-03-28,0.00998349363511819
2013-04-02,0.44880633017016436
2013-04-07,0.3746377407476926
2013-04-08,-0.14046753630385045
2013-04-09,-0.424935170574919
2013-04-12,0.6641804002518781
2013-04-15,-0.27831083333851603
2013-04-17,0.5347767639429847
2013-04-18,-0.12582194671381122
2013-04-22,-0.7284843929547202
2013-04-25,0.2276989165693097
2013-04-28,-0.3307343396269161
2013-04-29,0.28844213366312205
2013-05-10,-0.4500604186081171
2013-05-13,-0.3915875903320725
2013-05-14,-0.933314831364397
2013-05-15,0.028759252941519414
2013-05-16,0.5242469150631852
2013-05-20,0.5356551242559064
2013-05-22,0.2921653311063184
2013-05-24,0.5957301137671445
2013-05-29,0.24875289023509195
2013-05-30,-0.6600558769303008
2013-05-31,0.0395570468298847
2013-06-05,-0.25197903797065035
2013-06-07,-0.7668858860940309
2013-06-08,-0.33221541795206666
2013-06-11,0.4507256124042771
2013-06-12,0.5120887365739091
2013-06-17,-0.24224389735902346
2013-06-20,-0.7613324673276705
2013-06-21,0.21974422598769516
2013-06-24,-0.010635804581803132
2013-06-26,0.6573908247227649
2013-07-01,0.17253124206871684
2013-07-02,-0.966768712585958
2013-07-03,0.4836605568852226
2013-07-09,-0.5560238988052564
2013-07-12,0.6966683705098055
2013-07-15,0.2519558528873631
2013-07-17,-0.06340822304249992
2013-07-18,-0.04217903609497235
2013-07-21,-0.1902459427470644
2013-07-22,0.8390718892252842
2013-07-23,0.2624057435448844
2013-07-24,-0.5477747500289456
2013-07-30,0.6998204105626495
2013-08-07,-0.4082662409027682
2013-08-08,-0.4854172825240834
2013-08-13,-0.6534295858575525
2013-08-16,-0.7726006317655594
2013-08-22,-0.3419580482044398
2013-08-25,0.3501801674251925
2013-08-28,0.6140832269732577
2013-08-30,-0.13939221785025913
2013-09-03,0.3080128097625021
2013-09-06,-0.20119589839096494
2013-09-11,0.05880999358626641
2013-09-12,0.3351732613083691
2013-09-18,-0.03209931822639312
2013-09-23,-0.1162996178764597
2013-09-24,-0.11781422213385452
2013-09-27,0.8280149242060341
2013-09-30,-0.9472646615026132
2013-10-02,0.5953196589030145
2013-10-08,0.7665877209218532
2013-10-09,-0.5371261357214939
2013-10-14,0.8364414801675617
2013-10-16,-0.1583231631053752
2013-10-17,-0.6341725942891165
2013-10-18,-0.24427502820786587
2013-10-21,0.263680193988711
2013-10-24,-0.5330605267354818
2013-10-28,0.58370045864787
2013-10-29,0.5860293724421253
2013-11-04,-0.6544480284422427
2013-11-05,0.2697692464006637
2013-11-06,0.05486189038017919
2013-11-14,-0.10481372228817197
2013-11-15,0.7733065678258435
2013-11-18,0.04061101461204254
2013-11-19,0.1944548397528776
2013-11-20,-0.3605509310522921
2013-11-26,0.7962636252823679
2013-11-27,-0.2653987247501728
2013-11-29,-0.9784846102017816
2013-12-02,0.3560310961662561
2013-12-03,0.5317181817645289
2013-12-04,-0.9031586703754424
2013-12-05,0.28773120848957934
2013-12-10,0.1452115819038041
2013-12-11,0.09365070797139484
2013-12-17,-0.4200662228807215
2013-12-19,0.7225354389174705
2013-12-20,0.5525690216474357
2013-12-23,0.3278236025193764
2013-12-31,0.36371715607736776
2014-01-02,0.3520894105209145
2014-01-07,0.121158824790369
2014-01-08,-0.4733400195390853
2014-01-09,-0.4618340594987449
2014-01-13,-0.734767181381879
2014-01-14,-0.6029312862602518
2014-01-15,0.3979036957463167
